id,utf8str,bytes,check_name,check_chat,partial_match
921,모단,6,t,f,f
922,모라,6,t,f,f
923,모래바람들소,18,t,f,f
924,모래진흙골렘,18,t,f,f
925,모르벤,9,t,f,f
926,모르포스,12,t,f,f
927,모리스,9,t,f,f
928,목소리를듣는아리아드네,33,t,f,f
929,몰로,6,t,f,f
930,못생긴다니엘,18,t,f,f
931,물구나무괴물,18,t,f,f
932,물길악어,12,t,f,f
933,물소,6,t,f,f
934,물정령,9,t,f,f
935,물정령소형,15,t,f,f
936,물총고기,12,t,f,f
937,뮐러,6,t,f,f
938,뮤나엘,9,t,f,f
939,미노타우르스,18,t,f,f
940,미델레이크,15,t,f,f
941,미라스,9,t,f,f
942,미르,6,t,f,f
943,미리아네,12,t,f,f
944,미리지,9,t,f,f
945,미메탄,9,t,f,f
946,미메탄고원,15,t,f,f
947,미메탄의마법사,21,t,f,f
948,미믹,6,t,f,f
949,미이라,9,t,f,f
950,미하엘바사트,18,t,f,f
951,민병대원샌슨,18,t,f,f
952,민병대원쿠퍼,18,t,f,f
953,민병대원톰,15,t,f,f
954,민병대장윌슨,18,t,f,f
955,바그바트,12,t,f,f
956,바다까마귀,15,t,f,f
957,바다벌레,12,t,f,f
958,바다히드라,15,t,f,f
959,바라기언덕,15,t,f,f
960,바람날개부족,18,t,f,f
961,바람자취부족,18,t,f,f
962,바람정령,12,t,f,f
963,바람정령소형,18,t,f,f
964,바르마슈,12,t,f,f
965,바보같은힐라루스,24,t,f,f
966,바스이,9,t,f,f
967,바실리스크,15,t,f,f
968,바위거북,12,t,f,f
969,바위비늘쌍두사,21,t,f,f
970,바위히포그리프,21,t,f,f
971,바인타,9,t,f,f
972,바터르,9,t,f,f
973,박쥐,6,t,f,f
974,반디반도,12,t,f,f
975,반디수컷,12,t,f,f
976,반디암컷,12,t,f,f
977,반디유충,12,t,f,f
978,반시,6,t,f,f
979,반인반사남,15,t,f,f
980,반인반사여,15,t,f,f
981,발도메로,12,t,f,f
982,백마,6,t,f,f
983,백상아리,12,t,f,f
984,백아,6,t,f,f
985,백호,6,t,f,f
986,뱀잡이나이아스,21,t,f,f
987,뱀잡이오랑우탄,21,t,f,f
988,벌거숭이파수꾼,21,t,f,f
989,범고래,9,t,f,f
990,베나레사스,15,t,f,f
991,베단타,9,t,f,f
992,베로에,9,t,f,f
993,베리야프,12,t,f,f
994,베버,6,t,f,f
995,베히모스,12,t,f,f
996,벨리온,9,t,f,f
997,벨포,6,t,f,f
998,변신기계,12,t,f,f
999,보급관핀,12,t,f,f
1000,보로선,9,t,f,f
1001,보름,6,t,f,f
1002,볼프렐,9,t,f,f
1003,부관윌리엄,15,t,f,f
1004,부상당한에뤼온,21,t,f,f
1005,부훈트,9,t,f,f
1006,북방이슈바라,18,t,f,f
1007,불곰,6,t,f,f
1008,불꽃서슬부족,18,t,f,f
1009,불볕황야,12,t,f,f
1010,불숨결부족,15,t,f,f
1011,불의세기,12,t,f,f
1012,불정령,9,t,f,f
1013,불정령소형,15,t,f,f
1014,불타는달걀귀신,21,t,f,f
1015,붉은가재,12,t,f,f
1016,붉은거대전갈,18,t,f,f
1017,붉은껍질거대게,21,t,f,f
1018,붉은꼬리로크새,21,t,f,f
1019,붉은날개하피,18,t,f,f
1020,붉은모래괴물,18,t,f,f
1021,붉은발톱부족,18,t,f,f
1022,붉은열대어,15,t,f,f
1023,붙잡힌누이안광부,24,t,f,f
1024,브라이스,12,t,f,f
1025,브리가야,12,t,f,f
1026,브리기드,12,t,f,f
1027,브리기테,12,t,f,f
1028,브리제,9,t,f,f
1029,블룸슈타인,15,t,f,f
1030,비고노르예트,18,t,f,f
1031,비스코니아,15,t,f,f
1032,비아르나,12,t,f,f
1033,비쥬,6,t,f,f
1034,비취가루다,15,t,f,f
1035,빅터,6,t,f,f
1036,빈망토,9,t,f,f
1037,빈센시오,12,t,f,f
1038,빈터,6,t,f,f
1039,빌헬름,9,t,f,f
1040,뻐드렁니골기오스,24,t,f,f
1041,뼈거대전갈,15,t,f,f
1042,뼈땅벌레,12,t,f,f
1043,뼈시체수집가,18,t,f,f
1044,뼈의땅,9,t,f,f
1045,뼈일족미노타우르스,27,t,f,f
1046,사나운나무거인,21,t,f,f
1047,사나운코카트리스,24,t,f,f
1048,사라르,9,t,f,f
1049,사라르마라,15,t,f,f
1050,사라세니아,15,t,f,f
1051,사령술사에피파니,24,t,f,f
1052,사로,6,t,f,f
1053,사로마라,12,t,f,f
1054,사리만,9,t,f,f
1055,사미아드,12,t,f,f
1056,사비나,9,t,f,f
1057,사우,6,t,f,f
1058,사일,6,t,f,f
1059,산도라르,12,t,f,f
1060,살,3,t,f,f
1061,살덩이골렘,15,t,f,f
1062,살로니키,12,t,f,f
1063,살루,6,t,f,f
1064,살리흐,9,t,f,f
1065,살타미8세,13,t,f,f
1066,살피라,9,t,f,f
1067,삼족오,9,t,f,f
1068,상어인간,12,t,f,f
1069,새끼용,9,t,f,f
1070,새침한네스토리아,24,t,f,f
1071,샤라니,9,t,f,f
1072,샤바니,9,t,f,f
1073,샤샨,6,t,f,f
1074,샤오,6,t,f,f
1075,샤텐,6,t,f,f
1076,샤트랑가다4세,19,t,f,f
1077,샤티곤,9,t,f,f
1078,서니르,9,t,f,f
1079,서리날부족,15,t,f,f
1080,서방이슈바라,18,t,f,f
1081,서큐버스,12,t,f,f
1082,설원켄타우로스,21,t,f,f
1083,설인,6,t,f,f
1084,성질급한야우스,21,t,f,f
1085,성채경비병원혼,21,t,f,f
1086,세룬,6,t,f,f
1087,세룬마라,12,t,f,f
1088,세르주,9,t,f,f
1089,세상의끝,12,t,f,f
1090,셀리네,9,t,f,f
1091,셸링,6,t,f,f
1092,소라르,9,t,f,f
1093,소르켈,9,t,f,f
1094,소크타흐,12,t,f,f
1095,소피,6,t,f,f
1096,소피아,9,t,f,f
1097,소형기계,12,t,f,f
1098,솔릭,6,t,f,f
1099,솔즈리드늑대,18,t,f,f
1100,솔즈리드멧돼지,21,t,f,f
1101,솔즈리드인어남,21,t,f,f
1102,솔즈리드인어여,21,t,f,f
1103,쇠골렘,9,t,f,f
1104,쇠부엉이,12,t,f,f
1105,쇠비늘악어,15,t,f,f
1106,쇠의현인,12,t,f,f
1107,쇳조각슬라임,18,t,f,f
1108,쇼나리,9,t,f,f
1109,수다쟁이에코,18,t,f,f
1110,수데야,9,t,f,f
1111,수리부엉이,15,t,f,f
1112,수사슴,9,t,f,f
1113,수사자,9,t,f,f
1114,수호자루시엔,18,t,f,f
1115,순록,6,t,f,f
1116,술독에빠진경비병,24,t,f,f
1117,숲도깨비불,15,t,f,f
1118,쉐퍼,6,t,f,f
1119,슈몰러,9,t,f,f
1120,스베르가,12,t,f,f
1121,스베인노르예트,21,t,f,f
1122,스벤,6,t,f,f
1123,스카일라,12,t,f,f
1124,스케인,9,t,f,f
1125,스코르디아,15,t,f,f
1126,스쿠르다,12,t,f,f
1127,스테파니,12,t,f,f
1128,스톨텐베르그,18,t,f,f
1129,스파틸리오,15,t,f,f
1130,스핑크스,12,t,f,f
1131,시그,6,t,f,f
1132,시두리,9,t,f,f
1133,시라이나,12,t,f,f
1134,시몬,6,t,f,f
1135,시몬느,9,t,f,f
1136,시밀라,9,t,f,f
1137,시서펜트,12,t,f,f
1138,시실루스,12,t,f,f
1139,시아즈,9,t,f,f
1140,시차일드,12,t,f,f
1141,시체수집가,15,t,f,f
1142,시쿨루스,12,t,f,f
1143,시하이,9,t,f,f
1144,신다스,9,t,f,f
1145,신들의정원,15,t,f,f
1146,신의채찍,12,t,f,f
1147,실베스테르,15,t,f,f
1148,실의에빠진메릴다리온,30,t,f,f
1149,심마니마델리온,21,t,f,f
1150,심연의레비아탄,21,t,f,f
1151,싱켈트,9,t,f,f
1152,씨의현인,12,t,f,f
1153,아나콘다,12,t,f,f
1154,아논,6,t,f,f
1155,아논마라,12,t,f,f
1156,아누비스,12,t,f,f
1157,아다타르,12,t,f,f
1158,아데르,9,t,f,f
1159,아드만사,12,t,f,f
1160,아든,6,t,f,f
1161,아디아,9,t,f,f
1162,아라넬데,12,t,f,f
1163,아라몰,9,t,f,f
1164,아라반,9,t,f,f
1165,아라손,9,t,f,f
1166,아라키,9,t,f,f
1167,아란제브,12,t,f,f
1168,아란제비아,15,t,f,f
1169,아레드헬,12,t,f,f
1170,아렘,6,t,f,f
1171,아르노아,12,t,f,f
1172,아르망,9,t,f,f
1173,아르카디오,15,t,f,f
1174,아리엘,9,t,f,f
1175,아마렌드라,15,t,f,f
1176,아말리아,12,t,f,f
1177,아미나타,12,t,f,f
1178,아미엘,9,t,f,f
1179,아밀라,9,t,f,f
1180,아바란,9,t,f,f
1181,아바란마라,15,t,f,f
1182,아사지,9,t,f,f
1183,아스트라,12,t,f,f
1184,아이린로이스터,21,t,f,f
1185,아이슬러,12,t,f,f
1186,아이에르,12,t,f,f
1187,아즈다미라,15,t,f,f
1188,아키움,9,t,f,f
1189,아타나토스,15,t,f,f
1190,아탈란시아,15,t,f,f
1191,아토스,9,t,f,f
1192,아피투스,12,t,f,f
1193,악마개,9,t,f,f
1194,악마여왕,12,t,f,f
1195,악커만,9,t,f,f
1196,안델프,9,t,f,f
1197,안델프공화국,18,t,f,f
1198,안드리온2세,16,t,f,f
1199,안디온,9,t,f,f
1200,안젤라로이스터,21,t,f,f
1201,안탈론,9,t,f,f
1202,안토니오,12,t,f,f
1203,알디리온,12,t,f,f
1204,알렉산데르,15,t,f,f
1205,알로투스,12,t,f,f
1206,알루림,9,t,f,f
1207,알모람의손,15,t,f,f
1208,알빈,6,t,f,f
1209,암사슴,9,t,f,f
1210,암사자,9,t,f,f
1211,암틀락치,12,t,f,f
1212,암흑늑대,12,t,f,f
1213,앵거스,9,t,f,f
1214,야르,6,t,f,f
1215,야차,6,t,f,f
1216,야타,6,t,f,f
1217,약제사메스텔레스,24,t,f,f
1218,얀,3,t,f,f
1219,억울한피테루스,21,t,f,f
1220,얼룩말,9,t,f,f
1221,얼룩무늬만드라고라,27,t,f,f
1222,얼룩무늬쌍두사,21,t,f,f
1223,얼룩코볼트,15,t,f,f
1224,얼룩타조,12,t,f,f
1225,에게르만,12,t,f,f
1226,에길리,9,t,f,f
1227,에노아,9,t,f,f
1228,에노이르,12,t,f,f
1229,에단,6,t,f,f
1230,에두아르,12,t,f,f
1231,에르티나,12,t,f,f
1232,에르프,9,t,f,f
1233,에르히스,12,t,f,f
1234,에리크,9,t,f,f
1235,에리히,9,t,f,f
1236,에밀,6,t,f,f
1237,에밀리아,12,t,f,f
1238,에브,6,t,f,f
1239,에스케,9,t,f,f
1240,에아나드,12,t,f,f
1241,에안나,9,t,f,f
1242,에안나니무쉬,18,t,f,f
1243,에우로스,12,t,f,f
1244,에일,6,t,f,f
1245,에치엘리,12,t,f,f
1246,에키노,9,t,f,f
1247,에페리움,12,t,f,f
1248,에페아,9,t,f,f
1249,엔샤카,9,t,f,f
1250,엘레시엔,12,t,f,f
1251,엘렉,6,t,f,f
1252,엘렌,6,t,f,f
1253,엘로프윈,12,t,f,f
1254,엘리자베트하를도르,27,t,f,f
1255,엘릭시아르,15,t,f,f
1256,엘프,6,t,f,f
1257,엘프유령,12,t,f,f
1258,엥겔,6,t,f,f
1259,여관주인로자,18,t,f,f
1260,여급에드위나,18,t,f,f
1261,여우,6,t,f,f
1262,여우인간,12,t,f,f
1263,연금술사미테네시엘,27,t,f,f
1264,열대거북,12,t,f,f
1265,영리한힐라루스,21,t,f,f
1266,영웅들의세기,18,t,f,f
1267,예레크,9,t,f,f
1268,예비기억술사드리이나,30,t,f,f
1269,예사트,9,t,f,f
1270,옌센,6,t,f,f
1271,옌센노르예트,18,t,f,f
1272,오나흐,9,t,f,f
1273,오도릭,9,t,f,f
1274,오드,6,t,f,f
1275,오로한,9,t,f,f
1276,오르테,9,t,f,f
1277,오르페,9,t,f,f
1278,오스카극단,15,t,f,f
1279,오스트,9,t,f,f
1280,오슬라,9,t,f,f
1281,오시안,9,t,f,f
1282,오쓰니,9,t,f,f
1283,오우거,9,t,f,f
1284,오이겐,9,t,f,f
1285,오크,6,t,f,f
1286,오키드나,12,t,f,f
1287,오틸다,9,t,f,f
1288,올렉골트슈타텐,21,t,f,f
1289,올로,6,t,f,f
1290,올링가,9,t,f,f
1291,옴니아트,12,t,f,f
1292,와쿠와쿠,12,t,f,f
1293,와쿠히나,12,t,f,f
1294,요리사멜리디엔,21,t,f,f
1295,요리사베아르,18,t,f,f
1296,요어랜드,12,t,f,f
1297,요어랜드극단,18,t,f,f
1298,요정,6,t,f,f
1299,요제파,9,t,f,f
1300,요하른,9,t,f,f
1301,용,3,t,f,f
1302,용아병,9,t,f,f
1303,우두머리마르토프,24,t,f,f
1304,우둔한아피루스,21,t,f,f
1305,우르후,9,t,f,f
1306,우베골트슈타텐,21,t,f,f
1307,우세비오,12,t,f,f
1308,우엘,6,t,f,f
1309,우울한다니엘,18,t,f,f
1310,우울한안두스,18,t,f,f
1311,울리히,9,t,f,f
1312,울프,6,t,f,f
1313,움브라스,12,t,f,f
1314,움직이는거대검,21,t,f,f
1315,움직이는거대도끼,24,t,f,f
1316,워로나,9,t,f,f
1317,워본,6,t,f,f
1318,워본유령,12,t,f,f
1319,워본프로토타입,21,t,f,f
1320,워케루,9,t,f,f
1321,월레스위어드윈드,24,t,f,f
1322,웰램,6,t,f,f
1323,위어드윈드,15,t,f,f
1324,위어드윈드가문,21,t,f,f
1325,위페르,9,t,f,f
1326,윌싱엄,9,t,f,f
1327,유노,6,t,f,f
1328,유르겐슈타인,18,t,f,f
1329,육식자,9,t,f,f
1330,율가,6,t,f,f
1331,율리안,9,t,f,f
1332,은빛매,9,t,f,f
1333,은의현인,12,t,f,f
1334,음울한나이브,18,t,f,f
1335,음울한바루스,18,t,f,f
1336,이그나티아,15,t,f,f
1337,이끼가시도치슬라임,27,t,f,f
1338,이끼슬라임,15,t,f,f
1339,이녹,6,t,f,f
1340,이니스의여왕,18,t,f,f
1341,이니스테르,15,t,f,f
1342,이드히,9,t,f,f
1343,이렌위어드윈드,21,t,f,f
1344,이름을따르는자,21,t,f,f
1345,이바르,9,t,f,f
1346,이베트,9,t,f,f
1347,이시도로,12,t,f,f
1348,이오니스,12,t,f,f
1349,이온씨족의자객,21,t,f,f
1350,이제트,9,t,f,f
1351,이지,6,t,f,f
1352,이프나,9,t,f,f
1353,이프나의후예,18,t,f,f
1354,이프니르,12,t,f,f
1355,이흐테,9,t,f,f
1356,이흐테마라,15,t,f,f
1357,익사체,9,t,f,f
1358,인큐버스,12,t,f,f
1359,일벌백계의폐허,21,t,f,f
1360,임리쉬,9,t,f,f
1361,임프,6,t,f,f
1362,입무거운야우스,21,t,f,f
1363,잉그바드,12,t,f,f
1364,잉비,6,t,f,f
1365,자갈슬라임,15,t,f,f
1366,자교,6,t,f,f
1367,자마니,9,t,f,f
1368,자브라,9,t,f,f
1369,작살상어인간,18,t,f,f
1370,작은야와,12,t,f,f
1371,작은현인,12,t,f,f
1372,잘웃는카지프,18,t,f,f
1373,장,3,t,f,f
1374,장난꾸러기페피,21,t,f,f
1375,장로맥기,12,t,f,f
1376,장뤼크,9,t,f,f
1377,장마르크,12,t,f,f
1378,장어,6,t,f,f
1379,장콩스탕스,15,t,f,f
1380,장클로드,12,t,f,f
1381,장폴,6,t,f,f
1382,장피에르,12,t,f,f
1383,재료상아자니,18,t,f,f
1384,재버워키,12,t,f,f
1385,잿빛노을부족,18,t,f,f
1386,잿빛산양,12,t,f,f
1387,잿빛안개부족,18,t,f,f
1388,저거너트,12,t,f,f
1389,저승,6,t,f,f
1390,전기장어,12,t,f,f
1391,절름발이야우스,21,t,f,f
1392,점박이거대지네,21,t,f,f
1393,점박이멧돼지,18,t,f,f
1394,점박이파리지옥,21,t,f,f
1395,정글거대개미,18,t,f,f
1396,제네온,9,t,f,f
1397,제노이아,12,t,f,f
1398,제를렉,9,t,f,f
1399,제베넨,9,t,f,f
1400,제임데이어,15,t,f,f
1401,조엘로이스터,18,t,f,f
1402,조이스,9,t,f,f
1403,조이에,9,t,f,f
1404,좀머,6,t,f,f
1405,주드,6,t,f,f
1406,주웅,6,t,f,f
1407,죽다살아난야우스,24,t,f,f
1408,줄무늬거대거미,21,t,f,f
1409,줄무늬상어,15,t,f,f
1410,줄무늬열대어,18,t,f,f
1411,지그문트,12,t,f,f
1412,지배자,9,t,f,f
1413,지안,6,t,f,f
1414,지옥늪지대,15,t,f,f
1415,진,3,t,f,f
1416,진에버나이트,18,t,f,f
1417,진흙골렘,12,t,f,f
1418,집행자,9,t,f,f
1419,찡그린야우스,18,t,f,f
1420,차크,6,t,f,f
1421,찬란한세기,15,t,f,f
1422,참매,6,t,f,f
1423,참사총,9,t,f,f
1424,창의시대,12,t,f,f
1425,청동바위산,15,t,f,f
1426,초록애벌레,15,t,f,f
1427,초소경비병,15,t,f,f
1428,초소장스키피오,21,t,f,f
1429,초승달왕좌,15,t,f,f
1430,초승달왕좌로보낼전령,30,t,f,f
1431,초원도깨비불,18,t,f,f
1432,초원의띠,12,t,f,f
1433,최후의군대,15,t,f,f
1434,추야로,9,t,f,f
1435,치찰라이,12,t,f,f
1436,치찰라이마라,18,t,f,f
1437,침묵의거상,15,t,f,f
1438,침묵하는용오름,21,t,f,f
1439,카로나,9,t,f,f
1440,카론,6,t,f,f
1441,카마하,9,t,f,f
1442,카사르테나,15,t,f,f
1443,카시우스,12,t,f,f
1444,카우라바,12,t,f,f
1445,카이로프,12,t,f,f
1446,카키,6,t,f,f
1447,카페르나움,15,t,f,f
1448,칼디론,9,t,f,f
1449,칼레일,9,t,f,f
1450,칼리아이,12,t,f,f
1451,칼만,6,t,f,f
1452,칼미라2세,13,t,f,f
1453,캄누스,9,t,f,f
1454,캉돌,6,t,f,f
1455,케네스,9,t,f,f
1456,케르트너,12,t,f,f
1457,케이테,9,t,f,f
1458,켈란,6,t,f,f
1459,코끼리,9,t,f,f
1460,코르니아,12,t,f,f
1461,코르키움,12,t,f,f
1462,코볼트,9,t,f,f
1463,코카트리스,15,t,f,f
1464,콘도르,9,t,f,f
1465,콩스탕스,12,t,f,f
1466,콰스,6,t,f,f
1467,쿠리아,9,t,f,f
1468,쿨로인,9,t,f,f
1469,퀸투스,9,t,f,f
1470,크라켄,9,t,f,f
1471,크루이스,12,t,f,f
1472,크리스터비욜린,21,t,f,f
1473,크리스티안,15,t,f,f
1474,크리스티앙,15,t,f,f
1475,클로니드,12,t,f,f
1476,클로드,9,t,f,f
1477,클로비아,12,t,f,f
1478,키가작은네우로스,24,t,f,f
1479,키가큰에리쿠스,21,t,f,f
1480,키람아야브,15,t,f,f
1481,키르아스,12,t,f,f
1482,키리엔,9,t,f,f
1483,키리오스,12,t,f,f
1484,키프로사,12,t,f,f
1485,키프로사데이어,21,t,f,f
1486,킬리안,9,t,f,f
1487,타네,6,t,f,f
1488,타락한경비병,18,t,f,f
1489,타무르,9,t,f,f
1490,타샤르,9,t,f,f
1491,타시아,9,t,f,f
1492,타야와,9,t,f,f
1493,타양,6,t,f,f
1494,타양칼지트,15,t,f,f
1495,타이님,9,t,f,f
1496,타카,6,t,f,f
1497,타태,6,t,f,f
1498,타하쉬,9,t,f,f
1499,탑의도시,12,t,f,f
1500,태초의요람,15,t,f,f
1501,터르게산,12,t,f,f
1502,테레나,9,t,f,f
1503,테미,6,t,f,f
1504,테오,6,t,f,f
1505,테체,6,t,f,f
1506,테판,6,t,f,f
1507,토리니정원,15,t,f,f
1508,투라,6,t,f,f
1509,투박한기계,15,t,f,f
1510,투빔,6,t,f,f
1511,투크,6,t,f,f
1512,트레파세스,15,t,f,f
1513,트록스크,12,t,f,f
1514,트록스크산,15,t,f,f
1515,트롤,6,t,f,f
1516,트루아시,12,t,f,f
1517,트리스테,12,t,f,f
1518,트리스테가문,18,t,f,f
1519,티레노스,12,t,f,f
1520,티르손노르예트,21,t,f,f
1521,티베리온,12,t,f,f
1522,틸만,6,t,f,f
1523,파괴신숭배자,18,t,f,f
1524,파라스,9,t,f,f
1525,파리소노르예트,21,t,f,f
1526,파리지옥,12,t,f,f
1527,팔라소스,12,t,f,f
1528,팜필리우스,15,t,f,f
1529,페란,6,t,f,f
1530,페레,6,t,f,f
1531,페레단,9,t,f,f
1532,페레유령,12,t,f,f
1533,페어리,9,t,f,f
1534,페오스,9,t,f,f
1535,페트라스,12,t,f,f
1536,페트로누스,15,t,f,f
1537,페피,6,t,f,f
1538,펠젠,6,t,f,f
1539,펭귄,6,t,f,f
1540,평원들소,12,t,f,f
1541,폐허도깨비불,18,t,f,f
1542,폴,3,t,f,f
1543,폴리티모스,15,t,f,f
1544,푸른송곳니부족,21,t,f,f
1545,푸른열대어,15,t,f,f
1546,푸른페피,12,t,f,f
1547,풀피리대장바이암,24,t,f,f
1548,풀피리바이암,18,t,f,f
1549,프란빌리아,15,t,f,f
1550,프레기,9,t,f,f
1551,프리아,9,t,f,f
1552,피네가스,12,t,f,f
1553,피네아,9,t,f,f
1554,피로아스,12,t,f,f
1555,피묻은손,12,t,f,f
1556,피에르,9,t,f,f
1557,피타,6,t,f,f
1558,피투성이군대,18,t,f,f
1559,피히테,9,t,f,f
1560,피히테의전령,18,t,f,f
1561,필로멜라,12,t,f,f
1562,핏빛안개부족전사,24,t,f,f
1563,하갈린,9,t,f,f
1564,하늘매부족,15,t,f,f
1565,하두브란트,15,t,f,f
1566,하디르,9,t,f,f
1567,하디르의농장,18,t,f,f
1568,하라누스,12,t,f,f
1569,하라니프,12,t,f,f
1570,하롤,6,t,f,f
1571,하르바테,12,t,f,f
1572,하르파,9,t,f,f
1573,하를도르,12,t,f,f
1574,하리하라,12,t,f,f
1575,하리하란,12,t,f,f
1576,하리하란원혼,18,t,f,f
1577,하리하란유령,18,t,f,f
1578,하리하랄라야의폐허,27,t,f,f
1579,하브,6,t,f,f
1580,하수구얼룩슬라임,24,t,f,f
1581,하슬라,9,t,f,f
1582,하얀까마귀마을민병대,30,t,f,f
1583,하얀날개,12,t,f,f
1584,하얀날개아스트라남,27,t,f,f
1585,하얀날개아스트라여,27,t,f,f
1586,하인리히,12,t,f,f
1587,하임,6,t,f,f
1588,하제,6,t,f,f
1589,하타,6,t,f,f
1590,하토라,9,t,f,f
1591,한연,6,t,f,f
1592,할,3,t,f,f
1593,할하파,9,t,f,f
1594,해골,6,t,f,f
1595,해골말,9,t,f,f
1596,해골용,9,t,f,f
1597,해태,6,t,f,f
1598,헤르베르트,15,t,f,f
1599,헤링,6,t,f,f
1600,헤프론,9,t,f,f
1601,헨리위어드윈드,21,t,f,f
1602,헬가,6,t,f,f
1603,헬렌,6,t,f,f
1604,형제의집,12,t,f,f
1605,호라키우스,15,t,f,f
1606,호랑이,9,t,f,f
1607,호루스,9,t,f,f
1608,호박머리,12,t,f,f
1609,호수히드라,15,t,f,f
1610,호우돈,9,t,f,f
1611,호카눈,9,t,f,f
1612,혹부리야우스,18,t,f,f
1613,화산해안,12,t,f,f
1614,화석사막,12,t,f,f
1615,환영술사,12,t,f,f
1616,환영술사세티아,21,t,f,f
1617,활기찬다니엘,18,t,f,f
1618,황금바다인어남,21,t,f,f
1619,황금바다인어여,21,t,f,f
1620,황금바다해적단,21,t,f,f
1621,황금평원,12,t,f,f
1622,황색갈기눈사자,21,t,f,f
1623,황야멧돼지,15,t,f,f
1624,황조롱이,12,t,f,f
1625,후고,6,t,f,f
1626,후셀,6,t,f,f
1627,후슬레,9,t,f,f
1628,후안트리스테,18,t,f,f
1629,후오르,9,t,f,f
1630,훈드,6,t,f,f
1631,훈트,6,t,f,f
1632,흉터의필로스,18,t,f,f
1633,흑야,6,t,f,f
1634,흙인형,9,t,f,f
1635,흙정령,9,t,f,f
1636,흙정령소형,15,t,f,f
1637,흡수자,9,t,f,f
1638,흰곰,6,t,f,f
1639,흰구름결부족,18,t,f,f
1640,흰꼬리독수리,18,t,f,f
1641,흰꼬리하피,15,t,f,f
1642,흰네스토리우스,21,t,f,f
1643,흰눈사자,12,t,f,f
1644,흰매부족,12,t,f,f
1645,흰산양,9,t,f,f
1646,흰올빼미,12,t,f,f
1647,흰포말의섬,15,t,f,f
1648,히구이,9,t,f,f
1649,히라마,9,t,f,f
1650,히라마칸드,15,t,f,f
1651,히카,6,t,f,f
1652,히포그리프,15,t,f,f
1653,동틀녘반도,15,t,f,f
1654,마하데비,12,t,f,f
1655,십자별평원,15,t,f,f
1656,두왕관,9,t,f,f
1657,솔즈리드반도,18,t,f,f
1658,하얀숲,9,t,f,f
1659,릴리엇구릉지,18,t,f,f
1660,가랑돌평원,15,t,f,f
1661,마리아노플,15,t,f,f
1662,그위오니드숲,18,t,f,f
1663,호랑이등뼈산맥,21,t,f,f
1664,매사냥고원,15,t,f,f
1665,무지개벌판,15,t,f,f
1666,노래의땅,12,t,f,f
1667,고대의숲,12,t,f,f
1668,누이마리,12,t,f,f
1669,살피마리,12,t,f,f
1670,이즈나,9,t,f,f
1671,오스테라,12,t,f,f
1672,18,2,t,f,f
1673,19,2,t,f,f
1674,588,3,t,f,f
1675,|644,4,t,f,t
1676,|6사4,6,t,f,t
1677,007섹스샵,12,t,f,t
1678,007섹스티브이,18,t,f,t
1679,007섹스티비,15,t,f,t
1680,009sex,6,t,f,t
1681,016섹스닷컴,15,t,f,t
1682,1004성인용품,16,t,f,t
1683,100bog,6,t,f,t
1684,100bozy,7,t,f,t
1685,1090tv,6,t,f,t
1686,10jil,5,t,f,t
1687,10sextv,7,t,f,t
1688,10년,5,t,f,t
1689,10냔,5,t,f,t
1690,10뇬,5,t,f,t
1691,10보지,8,t,f,t
1692,10새 ,6,t,f,t
1693,10새기 ,9,t,f,t
1694,10새끼,8,t,f,t
1695,10새리,8,t,f,t
1696,10새퀴,8,t,f,t
1697,10색,5,t,f,t
1698,10세리 ,9,t,f,t
1699,10섹,5,t,f,t
1700,10섹스티브이,17,t,f,t
1701,10쉐리,8,t,f,t
1702,10쉐이 ,9,t,f,t
1703,10쉑,5,t,f,t
1704,10스 ,6,t,f,f
1705,10쌔 ,6,t,f,t
1706,10쌔기 ,9,t,f,t
1707,10쌔끼,8,t,f,t
1708,10알,5,t,f,t
1709,10자지,8,t,f,t
1710,10창,5,t,f,t
1711,10챵,5,t,f,t
1712,10팔,5,t,f,t
1713,114성인용품,15,t,f,t
1714,164사,6,t,f,t
1715,16사4,6,t,f,t
1716,18sex,5,t,f,t
1717,18sextv,7,t,f,t
1718,18x,3,t,f,t
1719,18것 ,6,t,f,t
1720,18새,5,t,f,t
1721,18새기,8,t,f,t
1722,18새끼,8,t,f,t
1723,18새리,8,t,f,t
1724,18새퀴,8,t,f,t
1725,18세리,8,t,f,t
1726,18쉐,5,t,f,t
1727,18쉐리,8,t,f,t
1728,18쉐이,8,t,f,t
1729,18쉑,5,t,f,t
1730,18쌔끼,8,t,f,t
1731,18운영자,11,t,f,t
1732,19금,5,t,f,t
1733,2040love,8,t,f,t
1734,21섹스넷,11,t,f,t
1735,24에로라이브,17,t,f,t
1736,25라이브섹스,17,t,f,t
1737,2c8,3,t,f,f
1738,2c발,5,t,f,t
1739,2c방,5,t,f,t
1740,2c벌,5,t,f,t
1741,2c볼,5,t,f,t
1742,2c봉,5,t,f,t
1743,2c부랄,8,t,f,t
1744,2c팔,5,t,f,t
1745,33sexymall,10,t,f,t
1746,365섹스웹,12,t,f,t
1747,365포르노,12,t,f,t
1748,365포르노테잎,18,t,f,t
1749,386섹시매거진,18,t,f,t
1750,3sextv,6,t,f,t
1751,4changamolca섹스코리아,27,t,f,t
1752,4kkasi,6,t,f,t
1753,4sex,4,t,f,t
1754,4까c,5,t,f,t
1755,4까시,7,t,f,t
1756,4카c,5,t,f,t
1757,4카시,7,t,f,t
1758,588show,7,t,f,t
