id,quest_component_id,act_detail_id,act_detail_type
1751,1325,146,QuestActObjTalk
1752,1168,194,QuestActCheckCompleteComponent
1753,1169,195,QuestActCheckCompleteComponent
1759,350,108,QuestActObjItemGather
1760,1174,199,QuestActCheckCompleteComponent
1762,352,147,QuestActObjTalk
1763,351,109,QuestActObjItemGather
1765,1326,33,QuestActObjInteraction
1876,1181,204,QuestActCheckCompleteComponent
1877,1182,205,QuestActCheckCompleteComponent
1881,1327,46,QuestActObjItemUse
1882,1327,208,QuestActCheckCompleteComponent
1887,1328,266,QuestActConReportNpc
1888,1045,116,QuestActSupplyItem
1891,575,26,QuestActConAutoComplete
1892,1330,110,QuestActObjItemGather
1893,1330,212,QuestActCheckCompleteComponent
1894,412,267,QuestActConReportNpc
1896,55,268,QuestActConReportNpc
1897,1188,213,QuestActCheckCompleteComponent
1902,1187,150,QuestActObjTalk
1905,1190,244,QuestActConAcceptNpc
1919,1202,222,QuestActCheckCompleteComponent
1920,1203,223,QuestActCheckCompleteComponent
1921,1333,111,QuestActObjItemGather
1922,1333,224,QuestActCheckCompleteComponent
1925,1334,225,QuestActCheckCompleteComponent
1926,1334,270,QuestActConReportNpc
1927,1203,117,QuestActSupplyItem
1934,1133,6,QuestActConFail
1936,316,230,QuestActCheckCompleteComponent
1942,328,234,QuestActCheckCompleteComponent
1947,708,239,QuestActCheckCompleteComponent
1948,362,240,QuestActCheckCompleteComponent
1950,364,242,QuestActCheckCompleteComponent
1952,392,244,QuestActCheckCompleteComponent
1958,409,250,QuestActCheckCompleteComponent
1959,410,251,QuestActCheckCompleteComponent
1960,411,252,QuestActCheckCompleteComponent
1964,439,256,QuestActCheckCompleteComponent
1965,440,257,QuestActCheckCompleteComponent
1966,448,258,QuestActCheckCompleteComponent
1967,449,259,QuestActCheckCompleteComponent
1969,457,261,QuestActCheckCompleteComponent
1970,468,262,QuestActCheckCompleteComponent
1974,490,266,QuestActCheckCompleteComponent
1978,386,272,QuestActConReportNpc
1980,585,270,QuestActCheckCompleteComponent
1981,586,271,QuestActCheckCompleteComponent
1987,497,273,QuestActConReportNpc
1989,500,8,QuestActConFail
1991,537,276,QuestActCheckCompleteComponent
1994,547,278,QuestActCheckCompleteComponent
1995,548,279,QuestActCheckCompleteComponent
1999,555,283,QuestActCheckCompleteComponent
2002,1026,26,QuestActCheckGuard
2003,1338,151,QuestActObjTalk
2009,84,248,QuestActConAcceptNpc
2013,574,290,QuestActCheckCompleteComponent
2014,575,291,QuestActCheckCompleteComponent
2017,167,89,QuestActObjSphere
2096,1340,249,QuestActConAcceptNpc
2099,601,275,QuestActConReportNpc
2102,1344,250,QuestActConAcceptNpc
2109,200,277,QuestActConReportNpc
2111,239,279,QuestActConReportNpc
2112,606,251,QuestActConAcceptNpc
2113,1350,17,QuestActObjMonsterGroupHunt
2114,609,280,QuestActConReportNpc
2118,1351,28,QuestActConAutoComplete
2120,1351,293,QuestActCheckCompleteComponent
2123,786,283,QuestActConReportNpc
2124,1311,29,QuestActConAutoComplete
2130,1202,153,QuestActObjTalk
2159,604,33,QuestActConAutoComplete
2162,708,36,QuestActConAutoComplete
2165,720,297,QuestActCheckCompleteComponent
2166,543,285,QuestActConReportNpc
2167,547,154,QuestActObjTalk
2170,574,157,QuestActObjTalk
2173,349,159,QuestActObjTalk
2174,1069,38,QuestActConAutoComplete
2176,998,286,QuestActConReportNpc
2180,1354,160,QuestActObjTalk
2181,275,298,QuestActCheckCompleteComponent
2183,1355,161,QuestActObjTalk
2184,562,92,QuestActObjSphere
2186,384,162,QuestActObjTalk
2189,1016,163,QuestActObjTalk
2191,1357,122,QuestActObjItemGather
2195,1119,302,QuestActCheckCompleteComponent
2196,1121,303,QuestActCheckCompleteComponent
2198,644,93,QuestActObjSphere
2200,1080,287,QuestActConReportNpc
2204,1358,256,QuestActConAcceptNpc
2205,1359,122,QuestActSupplyItem
2206,1360,167,QuestActObjTalk
2210,1363,257,QuestActConAcceptNpc
2212,1364,123,QuestActSupplyItem
2214,1366,290,QuestActConReportNpc
2218,1368,169,QuestActObjTalk
2220,856,258,QuestActConAcceptNpc
2222,1371,293,QuestActConReportNpc
2223,857,259,QuestActConAcceptNpc
2224,1372,170,QuestActObjTalk
2225,1375,260,QuestActConAcceptNpc
2226,1377,294,QuestActConReportNpc
2227,1373,94,QuestActObjSphere
2229,1379,171,QuestActObjTalk
2231,1380,295,QuestActConReportNpc
2234,858,261,QuestActConAcceptNpc
2235,1383,19,QuestActObjMonsterGroupHunt
2238,1384,95,QuestActObjSphere
2239,1387,124,QuestActSupplyItem
2240,1388,96,QuestActObjSphere
2241,1389,172,QuestActObjTalk
2242,1389,307,QuestActCheckCompleteComponent
2243,1390,297,QuestActConReportNpc
2245,1392,40,QuestActObjInteraction
2247,1393,123,QuestActObjItemGather
2248,1394,298,QuestActConReportNpc
2249,861,262,QuestActConAcceptNpc
2250,1396,41,QuestActObjInteraction
2252,1397,42,QuestActObjInteraction
2254,1398,173,QuestActObjTalk
2255,1399,97,QuestActObjSphere
2256,1399,311,QuestActCheckCompleteComponent
2257,1400,174,QuestActObjTalk
2259,1400,312,QuestActCheckCompleteComponent
2260,1401,126,QuestActSupplyItem
2261,1402,299,QuestActConReportNpc
2266,746,45,QuestActObjInteraction
2267,582,45,QuestActConAutoComplete
2277,746,314,QuestActCheckCompleteComponent
2280,1406,100,QuestActObjSphere
2281,1407,101,QuestActObjSphere
2299,1408,301,QuestActConReportNpc
2304,1412,178,QuestActObjTalk
2305,1412,316,QuestActCheckCompleteComponent
2307,865,265,QuestActConAcceptNpc
2309,1416,303,QuestActConReportNpc
2310,866,32,QuestActConAcceptItem
2312,1418,125,QuestActObjItemGather
2313,1419,180,QuestActObjTalk
2314,1420,304,QuestActConReportNpc
2315,867,266,QuestActConAcceptNpc
2316,1422,127,QuestActSupplyItem
2317,1406,317,QuestActCheckCompleteComponent
2318,1407,318,QuestActCheckCompleteComponent
2319,1423,76,QuestActObjMonsterHunt
2320,1424,181,QuestActObjTalk
2321,1425,305,QuestActConReportNpc
2322,868,267,QuestActConAcceptNpc
2326,1431,306,QuestActConReportNpc
2327,1428,319,QuestActCheckCompleteComponent
2328,1429,320,QuestActCheckCompleteComponent
2329,1430,321,QuestActCheckCompleteComponent
2333,1435,307,QuestActConReportNpc
2334,870,269,QuestActConAcceptNpc
2336,1438,308,QuestActConReportNpc
2337,871,270,QuestActConAcceptNpc
2338,1440,129,QuestActObjItemGather
2339,1441,309,QuestActConReportNpc
2340,872,271,QuestActConAcceptNpc
2341,1443,129,QuestActSupplyItem
2342,1444,22,QuestActObjMonsterGroupHunt
2343,1445,49,QuestActObjItemUse
2345,1446,310,QuestActConReportNpc
2346,889,272,QuestActConAcceptNpc
2347,891,273,QuestActConAcceptNpc
2349,1449,47,QuestActConAutoComplete
2350,1451,311,QuestActConReportNpc
2351,1450,130,QuestActObjItemGather
2352,890,8,QuestActConAcceptDoodad
2353,1453,77,QuestActObjMonsterHunt
2356,1459,48,QuestActConAutoComplete
2357,1458,78,QuestActObjMonsterHunt
2358,898,274,QuestActConAcceptNpc
2359,1460,132,QuestActObjItemGather
2360,1461,312,QuestActConReportNpc
2362,873,276,QuestActConAcceptNpc
2363,1466,23,QuestActObjMonsterGroupHunt
2364,1464,313,QuestActConReportNpc
2366,874,277,QuestActConAcceptNpc
2367,1469,130,QuestActSupplyItem
2369,1463,24,QuestActObjMonsterGroupHunt
2370,1471,315,QuestActConReportNpc
2371,875,278,QuestActConAcceptNpc
2372,1474,316,QuestActConReportNpc
2376,1477,183,QuestActObjTalk
2379,892,281,QuestActConAcceptNpc
2380,1482,318,QuestActConReportNpc
2381,1481,131,QuestActSupplyItem
2382,1483,133,QuestActObjItemGather
2383,1480,25,QuestActObjMonsterGroupHunt
2384,893,282,QuestActConAcceptNpc
2385,1485,319,QuestActConReportNpc
2386,1488,104,QuestActObjSphere
2387,1489,320,QuestActConReportNpc
2394,1491,324,QuestActCheckCompleteComponent
2396,1491,7,QuestActObjDistance
2398,1488,326,QuestActCheckCompleteComponent
2401,1493,328,QuestActCheckCompleteComponent
2402,1493,186,QuestActObjTalk
2403,887,284,QuestActConAcceptNpc
2404,1494,79,QuestActObjMonsterHunt
2405,1495,80,QuestActObjMonsterHunt
2406,1496,321,QuestActConReportNpc
2407,1498,134,QuestActObjItemGather
2409,1499,322,QuestActConReportNpc
2410,1501,323,QuestActConReportNpc
2414,1504,329,QuestActCheckCompleteComponent
2415,1504,105,QuestActObjSphere
2416,1505,330,QuestActCheckCompleteComponent
2417,1505,188,QuestActObjTalk
2418,1506,325,QuestActConReportNpc
2419,896,286,QuestActConAcceptNpc
2420,1457,106,QuestActObjSphere
2421,1508,107,QuestActObjSphere
2422,1509,108,QuestActObjSphere
2423,1508,331,QuestActCheckCompleteComponent
2424,1509,332,QuestActCheckCompleteComponent
2425,1510,51,QuestActConAutoComplete
2427,1511,132,QuestActSupplyItem
2429,1513,326,QuestActConReportNpc
2430,1514,327,QuestActConReportNpc
2432,1516,328,QuestActConReportNpc
2435,1518,190,QuestActObjTalk
2438,1521,329,QuestActConReportNpc
2444,1525,330,QuestActConReportNpc
2445,1524,288,QuestActConAcceptNpc
2448,711,136,QuestActObjItemGather
2451,1529,331,QuestActConReportNpc
2460,1318,109,QuestActObjSphere
2462,1318,335,QuestActCheckCompleteComponent
2464,1531,290,QuestActConAcceptNpc
2468,1536,26,QuestActObjMonsterGroupHunt
2469,1537,333,QuestActConReportNpc
2492,272,337,QuestActCheckCompleteComponent
2493,1303,81,QuestActObjMonsterHunt
2494,1547,192,QuestActObjTalk
2495,1547,338,QuestActCheckCompleteComponent
2497,1173,339,QuestActCheckCompleteComponent
2499,1548,51,QuestActObjItemUse
2500,1549,334,QuestActConReportNpc
2501,1176,292,QuestActConAcceptNpc
2502,1548,341,QuestActCheckCompleteComponent
2505,1192,335,QuestActConReportNpc
2508,1143,49,QuestActObjInteraction
2509,1144,139,QuestActObjItemGather
2511,814,35,QuestActConAcceptSphere
2514,1550,140,QuestActObjItemGather
2518,1030,336,QuestActConReportNpc
2519,1035,337,QuestActConReportNpc
2520,1034,338,QuestActConReportNpc
2523,589,137,QuestActSupplyItem
2528,1552,51,QuestActObjInteraction
2529,567,342,QuestActCheckCompleteComponent
2557,545,138,QuestActSupplyItem
2558,546,195,QuestActObjTalk
2559,366,196,QuestActObjTalk
2567,253,64,QuestActSupplySelectiveItem
2568,253,65,QuestActSupplySelectiveItem
2569,253,66,QuestActSupplySelectiveItem
2570,253,67,QuestActSupplySelectiveItem
2588,1553,197,QuestActObjTalk
2591,1553,345,QuestActCheckCompleteComponent
2592,1554,346,QuestActCheckCompleteComponent
2593,1554,198,QuestActObjTalk
2594,1045,57,QuestActConAutoComplete
2600,1557,139,QuestActSupplyItem
2601,1473,82,QuestActObjMonsterHunt
2604,311,201,QuestActObjTalk
2614,1365,203,QuestActObjTalk
2616,1560,9,QuestActConFail
2618,1560,30,QuestActCheckGuard
2621,1561,294,QuestActConAcceptNpc
2622,1539,295,QuestActConAcceptNpc
2623,1540,140,QuestActSupplyItem
2624,1541,204,QuestActObjTalk
2625,1542,141,QuestActObjItemGather
2626,718,349,QuestActCheckCompleteComponent
2627,1544,142,QuestActObjItemGather
2628,1543,205,QuestActObjTalk
2629,1545,341,QuestActConReportNpc
2633,1546,94,QuestActSupplySelectiveItem
2634,1546,95,QuestActSupplySelectiveItem
2638,1542,350,QuestActCheckCompleteComponent
2639,1543,351,QuestActCheckCompleteComponent
2640,1544,352,QuestActCheckCompleteComponent
2642,580,207,QuestActObjTalk
2643,580,354,QuestActCheckCompleteComponent
2645,1563,342,QuestActConReportNpc
2652,689,100,QuestActSupplySelectiveItem
2653,689,101,QuestActSupplySelectiveItem
2657,1564,34,QuestActConAcceptItem
2658,1566,208,QuestActObjTalk
2659,650,104,QuestActSupplySelectiveItem
2660,650,105,QuestActSupplySelectiveItem
2662,1556,146,QuestActSupplyItem
2666,1567,60,QuestActConAutoComplete
2668,623,109,QuestActSupplySelectiveItem
2669,623,110,QuestActSupplySelectiveItem
2676,170,116,QuestActSupplySelectiveItem
2677,170,117,QuestActSupplySelectiveItem
2678,1044,118,QuestActSupplySelectiveItem
2679,1044,119,QuestActSupplySelectiveItem
2680,447,120,QuestActSupplySelectiveItem
2681,447,121,QuestActSupplySelectiveItem
2682,196,122,QuestActSupplySelectiveItem
2683,196,123,QuestActSupplySelectiveItem
2684,1568,209,QuestActObjTalk
2685,1568,356,QuestActCheckCompleteComponent
2687,410,211,QuestActObjTalk
2688,411,54,QuestActObjItemUse
2689,1569,357,QuestActCheckCompleteComponent
2690,1569,212,QuestActObjTalk
2691,1570,296,QuestActConAcceptNpc
2692,1571,148,QuestActSupplyItem
2693,1572,213,QuestActObjTalk
2694,1573,358,QuestActCheckCompleteComponent
2695,1573,214,QuestActObjTalk
2702,590,360,QuestActCheckCompleteComponent
2703,590,216,QuestActObjTalk
2705,1580,343,QuestActConReportNpc
2706,1228,361,QuestActCheckCompleteComponent
2707,1235,362,QuestActCheckCompleteComponent
2708,1240,363,QuestActCheckCompleteComponent
2709,1241,364,QuestActCheckCompleteComponent
2711,1247,365,QuestActCheckCompleteComponent
2715,1233,143,QuestActObjItemGather
2716,1235,56,QuestActObjInteraction
2717,1574,345,QuestActConReportNpc
2718,1575,124,QuestActSupplySelectiveItem
2719,1575,125,QuestActSupplySelectiveItem
2722,1142,151,QuestActSupplyItem
2725,244,144,QuestActObjItemGather
2728,488,145,QuestActObjItemGather
2729,1584,58,QuestActObjInteraction
2730,1584,366,QuestActCheckCompleteComponent
2732,1053,84,QuestActObjMonsterHunt
2733,1071,346,QuestActConReportNpc
2734,1585,297,QuestActConAcceptNpc
2735,1586,154,QuestActSupplyItem
2736,1587,220,QuestActObjTalk
2738,1588,348,QuestActConReportNpc
2741,1594,298,QuestActConAcceptNpc
2742,1595,155,QuestActSupplyItem
2743,1596,221,QuestActObjTalk
2744,1597,349,QuestActConReportNpc
2748,588,350,QuestActConReportNpc
2751,1601,351,QuestActConReportNpc
2757,1598,130,QuestActSupplySelectiveItem
2758,1598,131,QuestActSupplySelectiveItem
2759,1598,132,QuestActSupplySelectiveItem
2760,1598,133,QuestActSupplySelectiveItem
2761,511,156,QuestActSupplyItem
2762,1045,157,QuestActSupplyItem
2763,1045,158,QuestActSupplyItem
2764,1045,159,QuestActSupplyItem
2765,1045,160,QuestActSupplyItem
2769,1604,146,QuestActObjItemGather
2770,1603,300,QuestActConAcceptNpc
2773,1607,301,QuestActConAcceptNpc
2774,1608,147,QuestActObjItemGather
2775,1609,352,QuestActConReportNpc
2780,1613,353,QuestActConReportNpc
2784,1582,11,QuestActConFail
2786,1616,161,QuestActSupplyItem
2787,1617,222,QuestActObjTalk
2791,1605,354,QuestActConReportNpc
2794,1626,59,QuestActObjInteraction
2795,1628,355,QuestActConReportNpc
2798,1625,162,QuestActSupplyItem
2799,752,356,QuestActConReportNpc
2800,853,148,QuestActObjItemGather
2801,1631,149,QuestActObjItemGather
2837,1638,358,QuestActConReportNpc
2841,1641,307,QuestActConAcceptNpc
2842,1642,150,QuestActObjItemGather
2843,1643,359,QuestActConReportNpc
2847,1177,308,QuestActConAcceptNpc
2850,1619,60,QuestActObjInteraction
2851,1620,369,QuestActCheckCompleteComponent
2852,1620,151,QuestActObjItemGather
2854,1621,224,QuestActObjTalk
2855,1622,361,QuestActConReportNpc
2874,1623,163,QuestActSupplyItem
2875,1623,164,QuestActSupplyItem
2876,1623,165,QuestActSupplyItem
2877,1623,166,QuestActSupplyItem
2996,1437,152,QuestActObjItemGather
3002,1650,370,QuestActCheckCompleteComponent
3003,1647,111,QuestActObjSphere
3006,1652,225,QuestActObjTalk
3007,1654,362,QuestActConReportNpc
3012,1655,175,QuestActSupplyItem
3013,1655,176,QuestActSupplyItem
3014,94,153,QuestActObjItemGather
3015,1656,311,QuestActConAcceptNpc
3016,1657,154,QuestActObjItemGather
3017,1658,155,QuestActObjItemGather
3018,1659,363,QuestActConReportNpc
3021,1660,177,QuestActSupplyItem
3022,1660,178,QuestActSupplyItem
3023,1660,179,QuestActSupplyItem
3024,1660,180,QuestActSupplyItem
3026,1662,181,QuestActSupplyItem
3031,1651,35,QuestActConAcceptItem
3032,1665,156,QuestActObjItemGather
3033,1665,371,QuestActCheckCompleteComponent
3036,1667,365,QuestActConReportNpc
3037,1650,63,QuestActObjInteraction
3046,1633,367,QuestActConReportNpc
3047,1361,368,QuestActConReportNpc
3052,1668,369,QuestActConReportNpc
3054,1671,158,QuestActObjItemGather
3055,1672,159,QuestActObjItemGather
3056,1673,370,QuestActConReportNpc
3063,381,371,QuestActConReportNpc
3067,692,372,QuestActConReportNpc
3068,1675,189,QuestActSupplyItem
3069,489,375,QuestActCheckCompleteComponent
3070,1356,314,QuestActConAcceptNpc
3071,1369,64,QuestActObjInteraction
3072,1369,376,QuestActCheckCompleteComponent
3073,1676,160,QuestActObjItemGather
3074,1676,377,QuestActCheckCompleteComponent
3075,1677,378,QuestActCheckCompleteComponent
3076,1677,87,QuestActObjMonsterHunt
3077,1678,373,QuestActConReportNpc
3078,513,68,QuestActConAutoComplete
3082,1679,374,QuestActConReportNpc
3084,1680,190,QuestActSupplyItem
3085,1680,191,QuestActSupplyItem
3086,1681,56,QuestActObjItemUse
3087,1245,380,QuestActCheckCompleteComponent
3089,189,382,QuestActCheckCompleteComponent
3090,1559,57,QuestActObjItemUse
3091,1682,375,QuestActConReportNpc
3096,1490,70,QuestActConAutoComplete
3102,1686,192,QuestActSupplyItem
3103,897,12,QuestActConAcceptDoodad
3110,25,115,QuestActObjSphere
3111,146,116,QuestActObjSphere
3112,1984,377,QuestActConReportNpc
3113,25,383,QuestActCheckCompleteComponent
3114,146,384,QuestActCheckCompleteComponent
3120,1986,317,QuestActConAcceptNpc
3121,1987,233,QuestActObjTalk
3122,1988,378,QuestActConReportNpc
3123,1989,193,QuestActSupplyItem
3124,1990,234,QuestActObjTalk
3126,1341,88,QuestActObjMonsterHunt
3128,1342,379,QuestActConReportNpc
3130,1341,386,QuestActCheckCompleteComponent
3132,1690,387,QuestActCheckCompleteComponent
3133,1689,194,QuestActSupplyItem
3136,2001,89,QuestActObjMonsterHunt
3137,2001,388,QuestActCheckCompleteComponent
3139,2004,90,QuestActObjMonsterHunt
3142,1998,119,QuestActObjSphere
3146,2006,318,QuestActConAcceptNpc
3147,2008,389,QuestActCheckCompleteComponent
3148,2009,390,QuestActCheckCompleteComponent
3150,2010,381,QuestActConReportNpc
3151,2008,120,QuestActObjSphere
3160,2012,92,QuestActObjMonsterHunt
3166,2015,382,QuestActConReportNpc
3169,2021,197,QuestActSupplyItem
3170,2022,320,QuestActConAcceptNpc
3172,2025,321,QuestActConAcceptNpc
3173,2026,383,QuestActConReportNpc
3174,2023,384,QuestActConReportNpc
3175,2027,322,QuestActConAcceptNpc
3177,2029,385,QuestActConReportNpc
3178,2031,323,QuestActConAcceptNpc
3179,2032,163,QuestActObjItemGather
3180,2033,386,QuestActConReportNpc
3181,2035,324,QuestActConAcceptNpc
3182,2036,239,QuestActObjTalk
3183,2037,393,QuestActCheckCompleteComponent
3185,2038,387,QuestActConReportNpc
3186,2040,325,QuestActConAcceptNpc
3190,2019,388,QuestActConReportNpc
3191,2043,121,QuestActObjSphere
3192,2043,395,QuestActCheckCompleteComponent
3194,2044,389,QuestActConReportNpc
3196,2048,327,QuestActConAcceptNpc
3197,2049,67,QuestActObjInteraction
3198,2050,390,QuestActConReportNpc
3200,2052,2,QuestActSupplyRemoveItem
3201,2053,3,QuestActSupplyRemoveItem
3205,2047,391,QuestActConReportNpc
3206,2054,392,QuestActConReportNpc
3208,2056,328,QuestActConAcceptNpc
3210,2058,396,QuestActCheckCompleteComponent
3211,2058,68,QuestActObjInteraction
3212,2059,393,QuestActConReportNpc
3213,2061,329,QuestActConAcceptNpc
3214,2062,394,QuestActConReportNpc
3215,2064,330,QuestActConAcceptNpc
3216,2065,198,QuestActSupplyItem
3219,2067,123,QuestActObjSphere
3220,2067,397,QuestActCheckCompleteComponent
3221,2068,395,QuestActConReportNpc
3223,2073,164,QuestActObjItemGather
3224,2074,396,QuestActConReportNpc
3225,2091,332,QuestActConAcceptNpc
3229,2096,333,QuestActConAcceptNpc
3230,2097,242,QuestActObjTalk
3231,2098,398,QuestActConReportNpc
3232,2100,334,QuestActConAcceptNpc
3233,2101,200,QuestActSupplyItem
3234,2102,61,QuestActObjItemUse
3235,2103,398,QuestActCheckCompleteComponent
3236,2067,32,QuestActCheckGuard
3238,2104,399,QuestActConReportNpc
3240,2106,335,QuestActConAcceptNpc
3241,2103,69,QuestActObjInteraction
3242,2107,201,QuestActSupplyItem
3244,2109,95,QuestActObjMonsterHunt
3245,2109,399,QuestActCheckCompleteComponent
3247,2110,400,QuestActConReportNpc
3248,2112,124,QuestActObjSphere
3249,2112,400,QuestActCheckCompleteComponent
3250,2113,336,QuestActConAcceptNpc
3252,2115,401,QuestActConReportNpc
3253,2117,337,QuestActConAcceptNpc
3256,2119,402,QuestActConReportNpc
3257,2066,30,QuestActObjMonsterGroupHunt
3258,2120,338,QuestActConAcceptNpc
3259,2121,202,QuestActSupplyItem
3260,2122,403,QuestActConReportNpc
3261,2124,339,QuestActConAcceptNpc
3262,2125,167,QuestActObjItemGather
3263,2126,404,QuestActConReportNpc
3264,2128,340,QuestActConAcceptNpc
3265,2129,405,QuestActConReportNpc
3268,2131,341,QuestActConAcceptNpc
3272,2136,342,QuestActConAcceptNpc
3273,2139,343,QuestActConAcceptNpc
3275,2141,62,QuestActObjItemUse
3276,2141,401,QuestActCheckCompleteComponent
3278,2142,407,QuestActConReportNpc
3281,2137,31,QuestActObjMonsterGroupHunt
3282,2146,408,QuestActConReportNpc
3283,2148,344,QuestActConAcceptNpc
3284,2149,245,QuestActObjTalk
3285,2150,409,QuestActConReportNpc
