id,bubble,ai_event_id
928,@NPC_NAME(5773)야! 어디 갔냐!,448
945,치우고 치우면 못 치울 리 없지!,457
946,쓱쓱싹싹! 쓱싹쓱싹!,458
947,쓰레기는 쓰레기통에! 앞사람은 발로 차지 마세요!,459
949,난 왜 동물을 볼 때마다 아빠 생각이 날까요?,301
957,그대들이 찬란했던 대초원을 되찾을수 있기를,461
960,누이 여신을 위해 기부하시면 누이 여신의 은총을 받을 수 있습니다.,462
961,누이 여신의 은총을 받는 동안은 죽더라도 1회에 한해 제자리에서 부활할 수 있습니다.,462
974,어서 오게.,180
1002,혹시 진통제 가진 것 있으시오?,468
1008,디아무이드가 자기 임무를 잘 수행하고 있을지 걱정이군.,472
1014,누가 이 외진 숲에서 꽃을 키울 생각을 했겠어! ,476
1015,오캄 남작님이 기분이 나쁘면 날 때리시지만 괜찮아!,476
1016,오늘 마리아노플과 두 왕관에서 들어온 돈을 합하면...,476
1020,아무나 수호자의 임무를 받을 수 있는 게 아닙니다.,479
1021,우리 수호자들은 최후에 반드시 승리할 것입니다.,478
1022,왜 게으름을 피우고 있는 겁니까? 여신의 벌이 두렵지 않나요?,478
1025,어서 시험을  마치세요! 남은 시간은 그리 많지 않답니다.,481
1027,여신의 눈물은 제가 이제껏 본 중에 가장 아름다운 성물이었어요.,482
1028,어서 임무를 수행하셔야지요.,482
1030,넌 암이야! 한 두 달 남았나?,483
1031,열심히 살았어야지!,483
1043,"휴, 전 왜 괜찮다고 생각하는 사람마다 이럴까요?",490
1044,타피가 돌아오면 다시는 내 곁을 떠나지 못하게 만들겠어요. ,491
1045,"아아, 타피! 무사한 거니? ",491
1049,"뭘 하든 그렇게 열심히 할 필요는 없어. 자, 나랑 한잔 마시면서 놀겠나?",494
1053,어서 가서 임무를 수행해 주시오!,496
1063,너무 힘들고 괴로워. 죽어버리고 싶어.,500
1076,부디 그 멍청이를 좀 잡아다 와 주십시오!,507
1080,여신님에게 충성을 다하는 늠름한 수호자가 되고 싶어요!,510
1085,초승달 왕좌로 가는 길이 막혀 물품을 구할 수가 없어서 큰일입니다.,513
1099,"보랏빛 열매, 마시기 좋은 물을 이 항아리와 함께 사용하면 증류기에서 증류할 준비가 되겠지. 지금 함께 있는 다양한 종족들의 미래도 이처럼 잘 어우러지면 좋으련만....
",520
1117,"이봐, @NPC_NAME(3395) 부탁은 들어주지 마!",388
1118,"잘 생각해봐. 난 @NPC_NAME(3395)와는 수준이 달라. 실력, 외모, 성격! 전부!",389
1119,"이봐, @NPC_NAME(3395)와는 놀지 마. 뭐, 수준이 맞아야지.",390
1120,"흠! 심심한데, @NPC_NAME(3395)나 놀려볼까?",390
1121,"뭐, @NPC_NAME(3395)에게 관심 있는 건 아니니까 오해하지마!",390
1122,@NPC_NAME(3394)! 저 자식의 코를 납작하게 해주자!,391
1123,당연히 @NPC_NAME(3394)의 선반에 야타 똥을 놓은 거지?,526
1124,@NPC_NAME(3394)랑 말 섞지마! 질 떨어져!,527
1125,자네도 기계제작소를 찾아왔나? 여기 기계는 하리하라 대륙 최고지!,393
1126,기계제작소에 사람이 몰려서 주문량을 제때 못 맞출 것 같아. 어서 제작소를 늘려야 하는데...,393
1128,이 곱하기 오는 구...삼 곱하기 일은 사...삼 곱하기 육은...,528
1129,"뭐가 그렇게 심각해, 친구?",529
1136,꿈에서 가끔 돌아가신 분들을 봐요. 이 마을은 그분들이 여신의 품으로 들어가기 전에 마지막으로 들르는 곳이래요.,532
1146,"당신도 녹색 기사단에 입단해서, 두 대륙의 녹색을 수호하지 않으시겠습니까?",536
1147,우리는 모든 초목을 사랑하며 절대로 어떤 식물에 대한 편파성을 지니고 있지 않습니다.,536
1148,"우리 단장님이 “일어나라, 나의 나무여!” 라고 외치면 죽은 나무도 벌떡 일어선다니까요.",536
1153,요새 자꾸 쥐새끼처럼 북방 이슈바라 녀석들이 들어온다더군. 조심하도록 해.,538
1154,처음 보는 얼굴인데? 아닌가?,538
1159,술 이름이 독특하지요? 하지만 다 명주입니다.,539
1160,북방 이슈바라는 술과 비파의 땅이지요. 마음껏 즐기다 가십시오.,540
1165,딸꾹! 아직도 술향기 마을에서 좋은 술이 난다고 생각하는 거야? 큭큭.,541
1166,큭큭! 거대 야차가 깨어나면 이 논이고 밭이고 다 쑥대밭이 될 텐데 뭐하러 힘들게 농사를 짓나!,541
1167,"노세, 노세! 젊어서 노세!",541
1169,전 회복되었습니다. 괜찮습니다!,543
1173,우어어엉! 우어어!,544
1174,이루고 싶은 사랑이 있어 왔느냐. ,545
1175,"나의 이름은 미유, 사랑의 신 아이에르다!",545
1178,아이고! 수정 호수가 병들고 있네! 어쩜 좋을까!,454
1179,@ITEM_NAME(13962)은 야타 방목지 안에서 야타 똥을 거름 삼아 자라지.,420
1180,엇! 야타 똥! 발에! 혹시 밟은 거야?,422
1181,호랑이 등뼈 산맥에 굉장한 보물이 숨겨져 있다는 사실을 알고 있나? 나도 소문만 들었어.,443
1182,기계제작소! 물러가라! 물러가라!,546
1183,처음 보는 얼굴이군. 쇠모루 마을엔 처음인가?,394
1184,혹시 기계제작소에 온 건가? 그렇다면 쇠모루 마을에 방을 잡는 게 좋을 거야. 기계 주문이 밀려서 좀 기다려야 하거든.,394
1185,쇠모루 마을 앞의 땅에 아직 자리가 있던가? 여기만큼 살기 좋은 곳도 없지. 돈이 있다면 미리 사놓으라고 추천하지.,394
1202,당신이 노숙의 즐거움을 알아?,417
1203,이 맑은 산과 공기! 호랑이 등뼈 산맥이야말로 노숙의 천국이지!,417
1204,역시 냄새는 야타 똥 냄새가 제일이라네.,428
1205,폐기장을 어서 확장해야 할 텐데! 지금은 포화상태야!,430
1206,푸른 전나무회만 없었어도 이 숲을 다 폐기장으로 만들 수 있었을 거야!,430
1207,사슴 다 죽어가네! 사슴 살려라!,433
1208,해도 해도 일이 줄지 않아!,437
1210,제발 @DOODAD_NAME(1412)는 잘 날아야 할 텐데!,439
1211,제대로 된 채굴 기계를 만들 순 없을까.,548
1212,기계혼에는 좋은 혼과 나쁜 혼이 있지. 청소 기계는 좋은 혼을 가진 기계야.,453
1213,좋은 기계혼이 깃들어야 진정한 기계라고 할 수 있지.,453
1214,이번엔 좋은 기계혼이 깃들어야 할 텐데!,453
1215,할 하파에 가려고? 거긴 갈 수 없어.,455
1221,먼 길을 떠나기 전에 운명을 점치는 것은 꼭 필요한 일이지요.,549
1233,난 한 번도 발명에 실패한 적이 없어.,552
1234,한 번만 도와주세요!,553
1236,혹시 제 아들과 남편을 보지 못했나요? 돈을 벌러 갔는데 돌아오지 않아요.,555
1240,상단의 후원을 받는 에더슨과 날 비교하지 마. ,556
1241,적어도 내 발명은 에더슨의 것보다 나을 거야.,556
1242,"저, 전! 여기서 한 걸음도 나갈 수 없어요!",557
1244,흥! 우리 바람 띠 상단에 협조하지 않은 걸 후회하게 될 거야.,558
1246,"저, 저! 땅벌레가 또 나를 감시한다!",560
1266,이번 발명은 괜찮을지도!,565
1267,뭐야! 넌!,566
1268,절 믿어주십시오!,567
1279,하리하란이라면 역시 돈을 모아야지! 괜찮은 거래를 해보자고!,570
1280,역시 하리하란에게 가장 필요한 건 키높이 장화일까?,570
1285,"아이고, 힘들어!",572
1286,일곱 다리 마을 주민들을 믿지 마시게!,573
1290,"요새 노르예트 가문에 대한 안 좋은 소문이 돌고 있던데, 그건 모두 사실이 아니야.",147
1291,아! 뭐라고요? 안 들려요! 딸꾹!,574
1292,"하하! 뭐, 인생사 돈이 있다가도 없고, 없다가도 있는 것 아니겠어요! ",575
1293,어서 오십시오.,576
1294,사랑하는 베스를 위해 같이 울어주실 수 있나요?,577
1295,"여기 내 사랑, 베스가 묻혔습니다. 같이 명복을 빌어주세요.",577
1298,"수련을 실전처럼, 실전을 수련처럼.",173
1305,나는 미 씨족 출신이야.,175
1306,누이안들은 왜 우릴 무서워하지?,175
1307,그동안 여기서 고생이 많았어.,579
1308,에오카드가 되고 싶긴 한데...,579
1309,강해진 네 모습이 자랑스러워.,580
1310,이제는 그곳으로 다시 가는 거야?,580
1313,기억술이란 어려운 학문이라네.,581
1314,마리아노플의 집을 보니 입이 떡하고 벌어지죠?,582
1315,이제 조금만 더 있으면 나도 정식 기억술사가 될 수 있을 거야.,138
1321,원정대의 힘이란 정말 강한 것이라네.,586
1322,뭉치면 살고 흩어지면 죽는다! 그것이 바로 원정대!,586
1324,부리부리 새라는 이름은 누가 지었을까? 대단한 작명 실력이야.,588
1325,기억의 터는 우리 엘프들의 자부심이 서린 도시지.,588
1327,다후타의 이름을 이야기하는 자가 나타난 걸로 봐서는 상황이 나쁜 것 같아요.,589
1328,다후타에 대해 들어본 적이 없어요? 기억술사들에게 물어봐요. 어휴.,589
1329,요즘 계속 실종사건이 일어나요.,186
1330,지난번에 마을에 들렸던 자가 다후타라는 여신에 대해 이야기를 하던데...,186
1331,날고 싶은 것이 모두의 꿈이죠.,590
1332,날개를 달고 잠깐 나는 것은 나는 것이 아니에요. 내가 만든 날틀 정도는 타야죠.,590
1337,영혼의 안식처에서 마음의 평안을 찾기를...,593
1338,레미오나는 대체 어디로 간 것일까? 혹시 그녀를 보지 못했나요?,593
1341,잠깐... 조용히...,595
1344,다후타 교단 녀석들!,596
1345,다후타 교단의 점령지가 점점 넓어지는군요.,596
1346,정찰병이 보낸 소식이 기쁜 소식은 아니군요.,196
1347,달타냐에게 슬픈 이야기가 있더라고요. 한 번 만나봐요.,196
1348,페피의 버섯만 있으면...,597
1349,환상 습지대로 떠난 동료들은 무사한지...,597
1351,"에노이르 님의 도움은 받았지만, 많은 말을 할 수는 없다네.",598
1352,삼총사여!,598
1353,환상 습지대가 환영의 습지대가 되어가고 있어요.,599
1354,침묵하는 해일도 다후타 교단에게 지배당하다니...,599
1359,오전에 주문하면 당일 배송해드립니다.,602
1360,숲속에서 이상하 일들이 많이 일어나고 있다는 소문이 있으니 호숫가의 별장도 예전 같을지는 모르겠군.,360
1361,자율적인 수련이야말로 우리 수련장이 내세우는 자랑거리라네.,384
1362,내가 죽으면 하르파 수련장을 누가 운영할까?,384
1363,"실전을 연습처럼, 연습을 실전처럼!",384
1364,@PC_CLASS(0)! 너에게 딱 맞는 것 같구나.,384
1368,혹시 마엘와스라는 자를 보게 되면 좀 잡아와 주시오. 그자가 당근을 다 뽑아 가서 토끼들이 날뛰는 탓에 농사를 완전히 망쳤다오!,603
1370,@NPC_NAME(5774)를 찾아줘! ,446
1371,그래도 우리 공방은 최저 임금보단 좀 더 준다고.,604
1372,돌 맛 좀 보고 가게나.,605
1373,홍차 한 잔 어때요? 브랜디는 안 돼요.,606
1374,히힝. 내 얼굴이 당나귀같이 생겼다고?,607
1375,이제 몇 마리 안 남았어. 어서 골라보라고!,608
1377,광산의 일꾼들이 다치지 않고 일 할 수 있도록 어서 불을 밝혀주게!,609
1378,그래도 우리 광산에선 최저임금은 꼬박꼬박 지불하지.,610
1379,제 과거 못 보셨어요? 이렇게 이렇게 생긴 건데...,611
1381,이 동굴을 가장 작은 걸로 가득 채우려면 어떻게 해야하는지 아나? 바로 횃불을 밝히는 거라네!,612
1382,서류가 부족하군요.,613
1383,다시 해오세요.,614
1384,이 부서가 아니군요. 죄송해요,615
1385,너무 슬퍼서 순록들을 묻어줄 기운도 나지 않아.,616
1386,수사에 협조! 공권력에 대한 협조는 시민의 의무지.,617
1387,"생일 축하해, 알베르.",618
1388,숙취는 술로 풀어야지.,619
1389,순록 드워프 젊은이들을 혹시 못 보셨나요? 다리가 짧고 수염을 기른 친구들인데...,620
1390,난 빽이 없어. 빽값도 없어. ,621
1391,우리 오빠 못 보셨어요? 이렇게 이렇게 생긴 사람인데. 다리가 짧고 수염을 길렀어요!,622
1392,그래도 순록 드워프가 안델프 드워프보단 다리가 길어.,623
1393,이 약초 한 번 잡숴봐. 속는 셈 치고 드셔봐.,624
1394,내가 마지막이야. 넌 이말을 이해 못하겠지. 끝이라고. ,625
1395,혹시 완전판은 샀나? 뭐? 무슨 소린지 모르겠다고?,626
1396,지금 동굴의 정령들은 최대 풍속 ,627
1397,내가 죽으면 술독 아래 묻어줘. 운이 좋으면 샐 지도 몰라. ,629
1398,지구를 푸르게 더 푸르게.,630
1399,오늘도 맞았어요. 스승님 나빠욧.,631
1400,숲의 이름으로 널 용서하지 않겠다!,632
1401,오늘도 잔업이오.,633
1402,숲의 이름으로 널 용서하지 않겠다!,634
1403,지금부터 전지 충전에 들어갑니다.,635
1404,너흰 이런 세상이 좋니? 난 싫어. 난 저 드워프를 쏘고 싶어.,636
1405,브랜디 한 잔 어떠세요?,637
1411,더 높이! 더 멀리! 더 빠르게!,638
1412,이젠 유령을 상대하지 않던 평화로운 날들이 생각나지도 않아.,467
1415,@ITEM_NAME(13944)를 모아서 가봐.,452
1416,@NPC_NAME(3437)은 만나봤어? 기계폐기장 안에 있을 거야.,452
1419,"왜 아직도 광석이 도착하지 않는 거야, 광산에 무슨 일이 생긴 건가.",450
1420,이런! 광산에서 온 줄 알았네. 철이 한참이나 도착하지 않아서 손을 놓고 있지 뭔가.,450
1421,세상에서 제일 중요한 건 돈이죠.,639
1422,나쁜 토끼 같으니! 귀여운 두 귀와 뒷발로 내 딸을 꼬여낸 것이 분명해!,449
1423,아유! 이 길을 지나가실 줄 알았습니다. 제 아이들은 덕분에 무사히 돌아왔습니다. 감사합니다!,640
1424,네가 잘생겼으니 소라와 라후는 네가 꼬셔봐!,444
1425,하리하란에게 필요한 건 역시 키크는 약이지!,571
1426,나라야나 피부에서 추출한 기능성 화장품은 얼굴을 나이 들어 보이게 하는 효과가 있지.,571
1427,페레의 머리털에서 추출한 기름으로 만든 약은 널 야성적인 하리하란으로 보이게 할 거야.,571
1429,아직 시간이 다 되지 않았다.,298
1430,나는 아직 준비가 안 됐다.,298
1437,코볼트는 신기하게 생겼어!,408
1440,전나무 아가씨께서는 모든 이를 축복한답니다.,642
1441,전나무 아가씨를 기리는 축제를 마음껏 즐기세요.,642
1442,눈사람은 만들어보셨나요?,642
1445,어떡하지. 큰 일이야. 할 일이 산더미인데 파디메르 스승님은 돌아오시지 않고....,643
1447,"수상한 놈이 밴시 소굴 서쪽에서 본 적이 있는데, 앞에서 접근하면 도망가더군요.",645
1456,지금은 급히 살펴볼 게 있으니 조금 이따 대화합시다.,647
1457,왜 내 막사에서 나오나! 당장 썩 꺼지게!,283
1458,무슨 일인가?,648
1459,"라이오가 부탁한 인도자의 열매를 구하는 게 어렵다면, 잡화 상인 에페드린을 만나봐요.",649
1460,아아! 말도 마. 정말 바쁘다고.,451
1462,타의 거인 입니다.,650
1616,돌아올 수 없는 강을 건널 것 입니다.,652
